ID	SUBJECT	SESSION	ROW	C_CHAT	C_CLAUSES	C_NP	CONTEXT
10620800798	62	8	798	I know .	1	1	
10620800800	62	8	800	green .	0	0	
10620800803	62	8	803	whoo .	0	0	
10620800804	62	8	804	look at .	1	0	
10620800810	62	8	810	whoo .	0	0	
10620800814	62	8	814	yay .	0	0	
10620800818	62	8	818	so you got up +...	1	1	
10620800824	62	8	824	pass me one .	1	2	
10620800829	62	8	829	pass me pink .	1	2	
10620800832	62	8	832	&ooh .			
10620800849	62	8	849	my turn .	0	1	
10620800858	62	8	858	like this ?	0	1	
10620800866	62	8	866	is this one ?	1	1	
10620800870	62	8	870	is this ?	1	1	
10620800873	62	8	873	this one is red ?	1	2	
10620800881	62	8	881	is this +...	1	1	
10620800886	62	8	886	give me the other colors .	1	2	
10620800888	62	8	888	I want the other colors .	1	2	
10620800892	62	8	892	could I have the big crayon ?	1	2	
10620800896	62	8	896	I want the other colors .	1	2	
10620800900	62	8	900	no .	0	0	
10620800901	62	8	901	those other big crayon .	0	1	
10620800905	62	8	905	big crayon .	0	1	
10620800907	62	8	907	yes .	0	0	
10620800910	62	8	910	big crayon .	0	1	
10620800920	62	8	920	I'll do the white .	1	2	
10620800938	62	8	938	yeah .	0	0	
10620800941	62	8	941	give me the next color .	1	2	
10620800946	62	8	946	please .	0	0	
10620800950	62	8	950	yay, brown .	0	0	
10620800953	62	8	953	could we do this one ?	1	2	
10620800956	62	8	956	no .	0	0	
10620800960	62	8	960	I know .	1	1	
10620800965	62	8	965	a rectangle +...	0	1	
10620800968	62	8	968	no, not circles .	1	0	
10620800969	62	8	969	rectangle .	0	1	
10620800971	62	8	971	Mom, look at .	1	0	
10620800973	62	8	973	one .	0	0	
10620800974	62	8	974	two .	0	0	
10620800976	62	8	976	three .	0	0	
10620800978	62	8	978	four .	0	0	
10620800979	62	8	979	five .	0	0	
10620800980	62	8	980	six .	0	0	
10620800981	62	8	981	look at .	1	0	
10620800985	62	8	985	two .	0	0	
10620800987	62	8	987	three .	0	0	
10620800989	62	8	989	one .	0	0	
10620800991	62	8	991	one .	0	0	
10620800993	62	8	993	two .	0	0	
10620800994	62	8	994	three .	0	0	
10620800995	62	8	995	and .	0	0	
10620800998	62	8	998	three .	0	0	
10620801001	62	8	1001	no, I don't want to color some pictures .	1	2	
10620801006	62	8	1006	what ?	0	0	
10620801008	62	8	1008	it a pinecone .	1	2	
10620801011	62	8	1011	yeah .	0	0	
10620801014	62	8	1014	are they yellow ?	1	1	
10620801016	62	8	1016	are they brown ?	1	1	
10620801021	62	8	1021	oak tree .	0	1	
10620801023	62	8	1023	those .	0	1	
10620801025	62	8	1025	I can't !	1	1	
10620801029	62	8	1029	acorn .	0	1	
10620801035	62	8	1035	conifer .	0	1	
10620801037	62	8	1037	no, conifer .	0	1	
10620801045	62	8	1045	&ooh .			
10620801046	62	8	1046	boo .	0	0	
10620801047	62	8	1047	uhoh .	0	0	
10620801050	62	8	1050	Mom, could I have cookie dough ?	1	2	
10620801055	62	8	1055	&xxx done ?	0	0	
10620801057	62	8	1057	cookie dough !	0	1	
10620801060	62	8	1060	I want +...	1	1	
10620801063	62	8	1063	I want some .	1	2	
10620801065	62	8	1065	I want some .	1	2	
10620801066	62	8	1066	I want some .	1	2	
10620801067	62	8	1067	I &xxx want some .	1	2	
10620801069	62	8	1069	I want some .	1	2	
10620801070	62	8	1070	I want some .	1	2	
10620801071	62	8	1071	I want some .	1	2	
10620801072	62	8	1072	I want some .	1	2	
10620801075	62	8	1075	I want one .	1	2	
10620801077	62	8	1077	I want one .	1	2	
10620801082	62	8	1082	no .	0	0	
10620801083	62	8	1083	they're cold .	1	1	
10620801085	62	8	1085	cold .	0	0	
10620801087	62	8	1087	cold .	0	0	
10620801091	62	8	1091	are they done ?	1	1	
10620801094	62	8	1094	can I have one ?	1	2	
10620801095	62	8	1095	could I have one ?	1	2	
10620801096	62	8	1096	could I have one ?	1	2	
10620801097	62	8	1097	please .	0	0	
10620801109	62	8	1109	owie .	0	0	
10620801111	62	8	1111	yeah .	0	0	
10620801122	62	8	1122	yay .	0	0	
10620801123	62	8	1123	not +...	0	0	
10620801130	62	8	1130	&oh .			
10620801134	62	8	1134	yeah .	0	0	
10620801136	62	8	1136	you're a jumping+bean .	1	2	
10620801138	62	8	1138	you're big jumping+bean .	1	2	
10620801143	62	8	1143	okay .	0	0	
10620801144	62	8	1144	yeah .	0	0	
10620801145	62	8	1145	yay .	0	0	
10620801146	62	8	1146	cookie day .	0	1	
10620801149	62	8	1149	are they cookie days ?	1	2	
10620801150	62	8	1150	is it cookie day ?	1	2	
10620801159	62	8	1159	ouch .	0	0	
10620801161	62	8	1161	is the cookie dough hot ?	1	1	
10620801163	62	8	1163	yeah .	0	0	
10620801165	62	8	1165	no, the cookie dough +...	0	1	
10620801166	62	8	1166	I mean +...	1	1	
10620801168	62	8	1168	good .	0	0	
10620801170	62	8	1170	they taste +...	1	1	
10620801171	62	8	1171	like a mushy .	0	0	
10620801176	62	8	1176	Mom, could you get me iced +...	1	2	
10620801178	62	8	1178	Mom, could you give me iced tea ?	1	3	
10620801180	62	8	1180	uhhuh .	0	0	
10620801182	62	8	1182	please ?	0	0	
10620801186	62	8	1186	more .	0	0	
10620801187	62	8	1187	more .	0	0	
10620801189	62	8	1189	more iced tea .	0	1	
10620801194	62	8	1194	can I have more iced tea ?	1	2	
10620801199	62	8	1199	excuse+me .	0	0	
10620801202	62	8	1202	&xxx burp .	0	1	
10620801204	62	8	1204	I burped .	1	1	
10620801207	62	8	1207	that's a funny burp .	1	2	
10620801209	62	8	1209	that's a funny burp, I said .	2	3	
10620801211	62	8	1211	funny burp .	0	1	
10620801213	62	8	1213	I said funny burp .	1	2	
10620801219	62	8	1219	no, not puzzle .	1	0	
10620801221	62	8	1221	is a puzzle .	1	1	
10620801223	62	8	1223	no puzzle .	0	1	
10620801225	62	8	1225	is a puzzle .	1	1	
10620801226	62	8	1226	can +...	1	0	
10620801227	62	8	1227	could I have another cookie ?	1	2	
10620801229	62	8	1229	another cookie .	0	1	
10620801232	62	8	1232	I'll burp one more time .	1	2	
10620801237	62	8	1237	I want cookies .	1	2	
10620801240	62	8	1240	okay .	0	0	
10620801242	62	8	1242	cookies .	0	1	
10620801243	62	8	1243	cookies .	0	1	
10620801245	62	8	1245	cookie .	0	1	
10620801246	62	8	1246	cookie cookies .	0	1	
10620801248	62	8	1248	cookies .	0	1	
10620801251	62	8	1251	cookies .	0	1	
10620801252	62	8	1252	where is Drew ?	1	1	
10620801256	62	8	1256	this one mushy ?	1	1	
10620801258	62	8	1258	the bird opened .	1	1	
10620801259	62	8	1259	ha .	0	0	
10620801260	62	8	1260	look at .	1	0	C talking to E.
10620801262	62	8	1262	mopey .	0	0	
10620801266	62	8	1266	mopey .	0	0	
10620801267	62	8	1267	mopey .	0	0	
10620801268	62	8	1268	mopey .	0	0	
10620801269	62	8	1269	mopey .	0	0	
10620801270	62	8	1270	mopey .	0	0	
10620801271	62	8	1271	mopey .	0	0	
10620801272	62	8	1272	mopey .	0	0	
10620801273	62	8	1273	mopey .	0	0	
10620801274	62	8	1274	mopey .	0	0	
10620801275	62	8	1275	nope .	0	0	
10620801287	62	8	1287	money .	0	1	
10620801288	62	8	1288	money .	0	1	
10620801289	62	8	1289	money .	0	1	
10620801290	62	8	1290	money .	0	1	
10620801291	62	8	1291	money .	0	1	
10620801294	62	8	1294	money up there .	0	2	
10620801297	62	8	1297	money down there .	0	2	
10620801298	62	8	1298	money out there .	0	2	
10620801301	62	8	1301	money .	0	1	
10620801302	62	8	1302	money on your eye .	0	2	
10620801306	62	8	1306	nothing .	0	1	
10620801309	62	8	1309	no .	0	0	
10620801312	62	8	1312	nummy nap .	0	1	
10620801314	62	8	1314	I say nummy nap .	1	2	
10620801315	62	8	1315	nummy nap .	0	1	
10620801316	62	8	1316	that's mine .	1	2	
10620801319	62	8	1319	no kidding .	1	0	
10620801320	62	8	1320	I got you .	1	2	
10620801329	62	8	1329	sorry .	0	0	
10620801332	62	8	1332	alright .	0	0	
10620801337	62	8	1337	that was okay .	1	1	
10620801339	62	8	1339	the spilling .	0	1	
10620801341	62	8	1341	uhhuh .	0	0	
10620801342	62	8	1342	the spilling was okay .	1	1	
10620801345	62	8	1345	and my arm go down .	1	1	
10620801347	62	8	1347	could this rope go down ?	1	1	
10620801348	62	8	1348	could this go down ?	1	1	
10620801349	62	8	1349	spilled .	1	0	
10620801350	62	8	1350	not spilled .	1	0	
10620801351	62	8	1351	don't step there now .	1	0	
10620801353	62	8	1353	I didn't .	1	1	
10620801355	62	8	1355	is a cookie circle .	1	1	
10620801371	62	8	1371	yay .	0	0	
10620801382	62	8	1382	it's better .	1	1	
10620801389	62	8	1389	mine is a circle .	1	2	
10620801399	62	8	1399	they're falling down .	1	1	
10620801406	62	8	1406	no .	0	0	
10620801407	62	8	1407	I'm not &xxx .	1	1	
10620801408	62	8	1408	I'm not &xxx .	1	1	
10620801409	62	8	1409	you're &xxx .	1	1	
10620801412	62	8	1412	but you're &xxx .	1	1	
10620801416	62	8	1416	octagon .	0	1	
10620801421	62	8	1421	square .	0	1	
10620801422	62	8	1422	that's the square .	1	2	
10620801426	62	8	1426	square .	0	1	
10620801429	62	8	1429	square .	0	1	
10620801432	62	8	1432	square .	0	1	
10620801436	62	8	1436	not pentagon .	0	1	
10620801439	62	8	1439	pentagon .	0	1	
10620801440	62	8	1440	pentagon .	0	1	
10620801442	62	8	1442	pentagon .	0	1	
10620801443	62	8	1443	pentagon .	0	1	
10620801449	62	8	1449	I ate the chocolate .	1	2	
10620801450	62	8	1450	I ate the chocolate .	1	2	
10620801454	62	8	1454	done .	0	0	
10620801455	62	8	1455	&ooh, I'm not done .	1	1	
10620801458	62	8	1458	uhhuh .	0	0	
10620801460	62	8	1460	mmhm .	0	0	
10620801464	62	8	1464	no .	0	0	
10620801465	62	8	1465	no .	0	0	
10620801468	62	8	1468	they will die .	1	1	
10620801469	62	8	1469	yeah .	0	0	
10620801470	62	8	1470	toads die out of water .	1	2	
10620801490	62	8	1490	I want milk up to here .	1	2	
10620801497	62	8	1497	but I can't beat Halo .	1	2	
10620801498	62	8	1498	yeah .	0	0	
10620801500	62	8	1500	Mom +...	0	1	
10620801501	62	8	1501	Mom, guess what ?	1	0	
10620801503	62	8	1503	and the last part on Halo +...	0	2	
10620801505	62	8	1505	there was this little monster +...	1	1	
10620801506	62	8	1506	this little guy in Halo +...	0	2	
10620801507	62	8	1507	that was talking +...	1	1	
10620801508	62	8	1508	and he +...	0	1	
10620801509	62	8	1509	and he ran away and vroom .	1	1	
10620801511	62	8	1511	uhhuh .	0	0	
10620801515	62	8	1515	no .	0	0	
10620801516	62	8	1516	it's hard .	1	1	
10620801518	62	8	1518	Halo is hard for me .	1	2	
10620801519	62	8	1519	really hard .	0	0	
10620801520	62	8	1520	I can beat that little guy .	1	2	
10620801521	62	8	1521	remember that little guy ?	1	1	
10620801522	62	8	1522	he talks .	1	1	
10620801523	62	8	1523	that little guy .	0	1	
10620801525	62	8	1525	one part that little guy comed like this .	1	3	
10620801526	62	8	1526	he was this little .	1	1	
10620801530	62	8	1530	uhhuh .	0	0	
10620801531	62	8	1531	and he +...	0	1	
10620801533	62	8	1533	and he ran away .	1	1	
10620801535	62	8	1535	that's the last part .	1	2	
10620801536	62	8	1536	but I can't beat Halo .	1	2	
10620801537	62	8	1537	no .	0	0	
10620801538	62	8	1538	teams .	0	1	playing video games with sibling
10620801539	62	8	1539	teams .	0	1	
10620801540	62	8	1540	team .	0	1	
10620801541	62	8	1541	okay .	0	0	
10620801542	62	8	1542	where is my controller ?	1	1	
10620801543	62	8	1543	yay .	0	0	
10620801544	62	8	1544	you got that ?	1	2	
10620801545	62	8	1545	is that your &xxx .	1	1	
10620801546	62	8	1546	are we going to be on teams ?	1	2	
10620801547	62	8	1547	could we go on the &xxx one ?	1	2	
10620801548	62	8	1548	could you turn ?	1	1	
10620801549	62	8	1549	I can turn .	1	1	
10620801550	62	8	1550	l@l ?	0	1	indicating button marked with L to turn left
10620801551	62	8	1551	where's l@l ?	1	1	
10620801552	62	8	1552	what +...	0	0	
10620801553	62	8	1553	&oh .			
10620801554	62	8	1554	l@l .	0	1	
10620801555	62	8	1555	l@l .	0	1	
10620801556	62	8	1556	I +...	0	1	
10620801557	62	8	1557	that would hurt Halo .	1	2	
10620801558	62	8	1558	&oh .			
10620801559	62	8	1559	Kungfu+Chaos .	0	1	
10620801561	62	8	1561	I can't beat Halo, though .	1	2	
10620801565	62	8	1565	uhhuh .	0	0	
10620801569	62	8	1569	uhhuh .	0	0	
10620801575	62	8	1575	could I be the blue ninja ?	1	2	
10620801576	62	8	1576	but no clown monkey .	0	1	
10620801577	62	8	1577	but no clown monkey .	1	1	
10620801578	62	8	1578	no clown monkey .	0	1	
10620801583	62	8	1583	&uh .			
10620801587	62	8	1587	no .	0	0	
10620801589	62	8	1589	no .	0	0	
10620801590	62	8	1590	no .	0	0	
10620801593	62	8	1593	punch that one .	1	1	
10620801594	62	8	1594	punch +...	1	0	
10620801596	62	8	1596	I punch +...	1	1	
10620801598	62	8	1598	no, I punch that book .	1	2	
10620801600	62	8	1600	I do .	1	1	
10620801605	62	8	1605	no .	0	0	
10620801608	62	8	1608	now we &xxx .	0	1	
10620801610	62	8	1610	good .	0	0	
10620801619	62	8	1619	he's &xxx .	1	1	
10620801621	62	8	1621	am I the blue ninja ?	1	2	
10620801622	62	8	1622	purple girl .	0	1	
10620801623	62	8	1623	why, I don't want to be the purple girl .	1	2	
10620801624	62	8	1624	I want to be the blue ninja .	1	2	
10620801625	62	8	1625	I want the &xxx .	1	2	
10620801626	62	8	1626	I want to be the blue ninja .	1	2	
10620801628	62	8	1628	then I'm not playing .	1	1	
10620801637	62	8	1637	&xxx good, Drew .	0	1	
10620801638	62	8	1638	she'll get you &xxx .	1	2	
10620801639	62	8	1639	Mommy .	0	1	
10620801653	62	8	1653	&oh yeah .	0	0	
10620801656	62	8	1656	yeah .	0	0	
10620801659	62	8	1659	Mom, can I spray the big car ?	1	2	
10620801661	62	8	1661	yeah .	0	0	
10620801666	62	8	1666	you can't wash your bike .	1	2	
10620801669	62	8	1669	&oh, wash my bike ?	1	1	
10620801671	62	8	1671	&oh, I wash my bike ?	1	2	
10620801674	62	8	1674	no, I could wash my bike .	1	2	
10620801678	62	8	1678	yeah .	0	0	
10620801680	62	8	1680	yeah .	0	0	
10620801682	62	8	1682	and my bike was clean .	1	1	
10620801684	62	8	1684	yay .	0	0	
10620801695	62	8	1695	yeah .	0	0	
10620801698	62	8	1698	you won ?	1	1	
10620801700	62	8	1700	I was .	1	1	
10620801702	62	8	1702	I was .	1	1	
10620801705	62	8	1705	I know .	1	1	
10620801709	62	8	1709	I am not the monkey .	1	2	
10620801711	62	8	1711	I'm +...	1	1	
10620801712	62	8	1712	I'm not a monkey .	1	2	
10620801716	62	8	1716	a monkey says, &uh, &ooh &ooh &ah &ah .	1	1	
10620801719	62	8	1719	no, like this .	0	1	
10620801720	62	8	1720	&ooh &ooh &ah &ah .			
10620801726	62	8	1726	uhhuh .	0	0	
10620801728	62	8	1728	uhhuh .	0	0	
10620801729	62	8	1729	it's oohoohahah@N .	1	1	
10620801732	62	8	1732	&ooh yeah .	0	0	
10620801734	62	8	1734	&ooh yeah .	0	0	
10620801735	62	8	1735	hi .	0	0	
10620801737	62	8	1737	&ah hi .	0	0	
10620801738	62	8	1738	hi .	0	0	
10620801742	62	8	1742	what cookies ?	0	1	
10620801746	62	8	1746	the last batch is done ?	1	1	
10620801750	62	8	1750	how are you fishies doing ?	1	2	
10620801751	62	8	1751	good .	0	0	
10620801752	62	8	1752	good .	0	0	
10620801753	62	8	1753	great .	0	0	
10620801771	62	8	1771	mmhm .	0	0	
10620801778	62	8	1778	look at .	1	0	
10620801787	62	8	1787	I don't know .	1	1	
10620801790	62	8	1790	no .	0	0	
10620801793	62	8	1793	I want to put him in there .	1	3	
10620801797	62	8	1797	no, he's not in there .	1	2	
10620801804	62	8	1804	yeah .	0	0	
10620801809	62	8	1809	put it back .	1	1	
10620801812	62	8	1812	put them back in there .	1	2	
10620801814	62	8	1814	yeah .	0	0	
10620801816	62	8	1816	put them back in there .	1	2	
10620801819	62	8	1819	I don't know .	1	1	
10620801821	62	8	1821	I covered it in there .	1	3	
10620801825	62	8	1825	I beat him .	1	2	
10620801829	62	8	1829	a tiger ?	0	1	
10620801832	62	8	1832	uhhuh .	0	0	
10620801835	62	8	1835	could stand up here .	1	1	
10620801836	62	8	1836	&ooh .			
10620801837	62	8	1837	&oh .			
10620801839	62	8	1839	like this .	0	1	
10620801842	62	8	1842	&ah .			
10620801845	62	8	1845	what sister ?	0	1	
10620801850	62	8	1850	look at .	1	0	
10620801852	62	8	1852	look at .	1	0	
10620801853	62	8	1853	the +...	0	0	
10620801854	62	8	1854	the +...	0	0	
10620801856	62	8	1856	uhhuh, the tiger &xxx the car .	1	2	
10620801858	62	8	1858	uhhuh .	0	0	
10620801861	62	8	1861	&xxx twisted down .	1	0	
10620801862	62	8	1862	it walked over there .	1	2	
10620801864	62	8	1864	walking .	1	0	
10620801865	62	8	1865	&um, walking .	1	0	
10620801867	62	8	1867	it keep walking .	1	1	
10620801869	62	8	1869	&xxx he drive .	1	1	
10620801870	62	8	1870	he's going to drive .	1	1	
10620801871	62	8	1871	because he's going to drive .	1	1	
10620801881	62	8	1881	I got my long+neck .	1	2	referring to brontosaurus
10620801883	62	8	1883	and the long+neck is bigger than the sheep .	1	2	
10620801885	62	8	1885	uhhuh .	0	0	
10620801887	62	8	1887	yeah .	0	0	
10620801889	62	8	1889	uhhuh .	0	0	
10620801890	62	8	1890	little .	0	0	
10620801891	62	8	1891	he's little .	1	1	
10620801892	62	8	1892	and we're bigger than him .	1	2	
10620801896	62	8	1896	uhhuh .	0	0	
10620801898	62	8	1898	and bit me .	1	1	
10620801904	62	8	1904	ow .	0	0	
10620801908	62	8	1908	and this guy could race faster .	1	1	
10620801910	62	8	1910	watch .	1	0	
10620801911	62	8	1911	and he could body+slam you .	1	2	
10620801913	62	8	1913	uhhuh .	0	0	
10620801917	62	8	1917	I body+slammed you .	1	2	
10620801919	62	8	1919	no .	0	0	
10620801920	62	8	1920	he body+slammed you .	1	2	
10620801923	62	8	1923	uhhuh .	0	0	
10620801925	62	8	1925	he could body+slam .	1	1	
10620801926	62	8	1926	watch .	1	0	
10620801928	62	8	1928	see, he body+slammed .	1	1	
10620801936	62	8	1936	yeah .	0	0	
10620801941	62	8	1941	that cord .	0	1	
10620801942	62	8	1942	the broken +...	0	0	
10620801947	62	8	1947	good eye, Mom .	0	1	
10620801951	62	8	1951	Mom, you're alive .	1	1	
10620801954	62	8	1954	no .	0	0	
10620801956	62	8	1956	I watch you how to body+slam .	2	2	
10620801958	62	8	1958	yeah .	0	0	
10620801961	62	8	1961	what guy ?	0	1	
10620801962	62	8	1962	this guy .	0	1	
10620801963	62	8	1963	this guy ?	0	1	
10620801966	62	8	1966	uhhuh .	0	0	
10620801967	62	8	1967	he can't beat the stronger guy .	1	2	
10620801969	62	8	1969	he can only get body+slammed .	1	1	
10620801972	62	8	1972	see, I body+slammed him .	1	2	
10620801973	62	8	1973	this guy is little too .	1	1	
10620801974	62	8	1974	I body+slammed him too .	1	2	
10620801975	62	8	1975	now I'm going to body+slam him .	1	2	
10620801976	62	8	1976	I'm going to body+slam him .	1	2	
10620801981	62	8	1981	yeah .	0	0	
10620801985	62	8	1985	see, I body+slammed him .	1	2	
10620801987	62	8	1987	uhhuh .	0	0	
10620801989	62	8	1989	like that .	0	1	
10620801990	62	8	1990	I'm going to body+slam you .	1	2	
10620801991	62	8	1991	poor big guy .	0	1	
10620801992	62	8	1992	I'm going to body+slam him .	1	2	
10620801993	62	8	1993	do you body+slam dinosaur ?	1	2	
10620801994	62	8	1994	no, big guys do .	1	1	
10620801995	62	8	1995	big guys do .	1	1	
10620801996	62	8	1996	big guys do .	1	1	
10620801997	62	8	1997	big guys .	0	1	
10620802000	62	8	2000	these are big guys .	1	2	
10620802001	62	8	2001	big guys body+slam you .	1	2	
10620802002	62	8	2002	he +...	0	1	
10620802003	62	8	2003	and +...	0	0	
10620802004	62	8	2004	and they could pick up cars .	1	2	
10620802005	62	8	2005	and they could pick up cars .	1	2	
10620802006	62	8	2006	I'm going to pick up cars .	1	2	
10620802007	62	8	2007	ow .	0	0	
10620802008	62	8	2008	see, you pick up cars .	1	2	
10620802009	62	8	2009	that's what you do .	2	3	
10620802010	62	8	2010	pick up cars .	1	1	
10620802013	62	8	2013	was Kelsie chewing the guys ?	1	2	
10620802016	62	8	2016	now you could wrestle .	1	1	
10620802022	62	8	2022	watch this .	1	1	
10620802024	62	8	2024	I'm run over you .	1	2	
10620802027	62	8	2027	you can't +...	1	1	
10620802029	62	8	2029	body+slam .	1	0	
10620802030	62	8	2030	you can't punch .	1	1	
10620802032	62	8	2032	chest cutter .	0	1	
10620802034	62	8	2034	I body+slammed .	1	1	
10620802035	62	8	2035	sure you want to beat me .	1	2	
10620802039	62	8	2039	no .	0	0	
10620802044	62	8	2044	now the big guy's in there .	1	2	
10620802046	62	8	2046	uhhuh .	0	0	
10620802047	62	8	2047	can fit in there .	1	1	
10620802049	62	8	2049	mmhm .	0	0	
10620802051	62	8	2051	I did .	1	1	
10620802053	62	8	2053	we did .	1	1	
10620802056	62	8	2056	look at .	1	0	
10620802057	62	8	2057	that's the big guy .	1	2	
10620802060	62	8	2060	I did .	1	1	
10620802062	62	8	2062	I did .	1	1	
10620802068	62	8	2068	I want to do that puzzle .	1	2	
10620802076	62	8	2076	are these &xxx shapes ?	1	1	
10620802077	62	8	2077	are they my shapes ?	1	2	
10620802084	62	8	2084	I did .	1	1	
10620802086	62	8	2086	uhhuh .	0	0	
10620802089	62	8	2089	I did .	1	1	
10740800001	74	8	1	yes .	0	0	
10740800002	74	8	2	yes .	0	0	
10740800003	74	8	3	yes .	0	0	
10740800005	74	8	5	I fall .	1	1	
10740800007	74	8	7	where Grandma &xxx .	0	1	
10740800009	74	8	9	yeah .	0	0	
10740800011	74	8	11	we jump .	1	1	
10740800017	74	8	17	why ?	0	0	
10740800018	74	8	18	why ?	0	0	
10740800021	74	8	21	why ?	0	0	
10740800022	74	8	22	why not in the fireplace ?	0	1	
10740800024	74	8	24	yeah .	0	0	
10740800028	74	8	28	yeah .	0	0	
10740800030	74	8	30	yeah .	0	0	
10740800032	74	8	32	this is my bed .	1	2	
10740800034	74	8	34	Grandma sleep .	0	1	
10740800036	74	8	36	hello Bobe .	0	0	
10740800038	74	8	38	that +...	0	1	
10740800040	74	8	40	that Grandma pillow .	1	1	
10740800041	74	8	41	who pillow it is ?	1	2	
10740800044	74	8	44	that for +...	1	1	
10740800046	74	8	46	&oh yeah making Grandma's bed .	1	2	
10740800050	74	8	50	blanket .	0	1	
10740800052	74	8	52	is that my blankie ?	1	2	
10740800054	74	8	54	why ?	0	0	
10740800056	74	8	56	yeah .	0	0	
10740800059	74	8	59	why put a pillow on ?	1	1	
10740800062	74	8	62	where's a hole ?	1	1	
10740800067	74	8	67	I call the pillow .	1	2	
10740800070	74	8	70	making Grandma's bed .	1	2	
10740800071	74	8	71	come .	1	0	
10740800073	74	8	73	&xxx for that one .	0	1	
10740800074	74	8	74	I help you .	1	2	
10740800075	74	8	75	I help you .	1	2	
10740800081	74	8	81	yeah .	0	0	
10740800083	74	8	83	I don't need help .	1	2	
10740800085	74	8	85	I don't need help .	1	2	
10740800087	74	8	87	actually I do .	1	1	
10740800089	74	8	89	because it's really hard .	1	1	
10740800093	74	8	93	&oh .			
10740800097	74	8	97	and we need to stretch that .	1	2	
10740800103	74	8	103	why the white one ?	0	1	
10740800106	74	8	106	this one went in the dryer ?	1	2	
10740800110	74	8	110	why ?	0	0	
10740800112	74	8	112	I +...	0	1	
10740800113	74	8	113	&oh .			
10740800115	74	8	115	I think that that one didn't .	2	2	
10740800116	74	8	116	there's a in there too .	1	1	
10740800120	74	8	120	I don't need help Mommy .	1	2	
10740800124	74	8	124	what go in there ?	1	1	
10740800125	74	8	125	what go in there ?	1	1	
10740800127	74	8	127	why ?	0	0	
10740800130	74	8	130	why ?	0	0	
10740800131	74	8	131	why go inside there Mommy ?	1	1	
10740800134	74	8	134	what ?	0	0	
10740800136	74	8	136	why you making Grandma's bed ?	1	3	
10740800138	74	8	138	&oh .			
10740800139	74	8	139	next week ?	0	1	
10740800142	74	8	142	no ?	0	0	
10740800143	74	8	143	how many days ?	0	1	
10740800145	74	8	145	two days .	0	1	
10740800146	74	8	146	one .	0	0	
10740800149	74	8	149	two days .	0	1	
10740800152	74	8	152	why ?	0	0	
10740800155	74	8	155	and we cut it off .	1	2	
10740800158	74	8	158	and we cut it off .	1	2	
10740800165	74	8	165	I and a +...	0	1	
10740800167	74	8	167	&oh .			
10740800168	74	8	168	it's in there Mommy .	1	2	
10740800170	74	8	170	&xxx button it up .	1	1	
10740800172	74	8	172	ow .	0	0	
10740800173	74	8	173	whoa .	0	0	
10740800174	74	8	174	why +...	0	0	
10740800175	74	8	175	making Grandma mattress or bed ?	1	2	
10740800176	74	8	176	it's a mattress .	1	2	
10740800177	74	8	177	okay .	0	0	
10740800178	74	8	178	we sitting in the fireplace .	1	2	
10740800179	74	8	179	Bobe in the fireplace .	1	2	
10740800181	74	8	181	I go in the fireplace .	1	2	
10740800182	74	8	182	scoot over .	1	0	
10740800183	74	8	183	no scoot over .	1	0	
10740800184	74	8	184	no Bo +...	0	1	
10740800185	74	8	185	yeah like that .	0	1	
10740800186	74	8	186	we both can &xxx .	1	1	
10740800188	74	8	188	&xxx scoot more .	1	0	
10740800190	74	8	190	thank+you .	0	0	
10740800191	74	8	191	hi .	0	0	
10740800194	74	8	194	I don't want to go there .	1	1	
10740800195	74	8	195	why you buttoning up Mommy ?	1	1	
10740800197	74	8	197	buttoning up ?	1	0	
10740800201	74	8	201	why Bobe in the fireplace ?	1	2	
10740800202	74	8	202	it go under here Mommy ?	1	2	
10740800205	74	8	205	why ?	0	0	
10740800207	74	8	207	why ?	0	0	
10740800211	74	8	211	that one and then that one .	0	2	
10740800213	74	8	213	where's a +...	1	1	
10740800215	74	8	215	no do it over there .	1	2	
10740800218	74	8	218	on Grandma's bed .	0	2	
10740800219	74	8	219	not &xxx .	0	0	
10740800220	74	8	220	not over there .	0	1	
10740800221	74	8	221	I see me ?	1	2	
10740800222	74	8	222	why ?	0	0	
10740800223	74	8	223	why ?	0	0	
10740800226	74	8	226	that the letter p@l .	1	2	
10740800227	74	8	227	that the letter p@l .	1	2	
10740800228	74	8	228	and that the letter l@l .	1	2	
10740800229	74	8	229	this is the letter a@l .	1	2	
10740800230	74	8	230	what that letter is ?	1	1	
10740800231	74	8	231	what that letter is ?	1	1	
10740800232	74	8	232	what that letter is ?	1	1	
10740800233	74	8	233	what that letter is ?	1	1	
10740800234	74	8	234	yeah .	0	0	
10740800235	74	8	235	yeah .	0	0	
10740800236	74	8	236	yeah .	0	0	
10740800237	74	8	237	I want to play another game .	1	2	
10740800238	74	8	238	I want play another game with you .	1	3	
10740800239	74	8	239	why ?	0	0	
10740800240	74	8	240	why not more ?	0	1	
10740800241	74	8	241	why another games ?	0	1	
10740800242	74	8	242	why no ?	0	1	
10740800243	74	8	243	why no more ?	0	1	
10740800244	74	8	244	why no more ?	0	1	
10740800245	74	8	245	why no more ?	0	1	
10740800246	74	8	246	no close that up .	1	1	
10740800247	74	8	247	I don't want to see anymore .	1	1	
10740800248	74	8	248	no .	0	0	
10740800251	74	8	251	no .	0	0	
10740800252	74	8	252	no .	0	0	
10740800253	74	8	253	I don't want to see anymore .	1	1	
10740800254	74	8	254	close it up .	1	1	
